,Title,Date,Location,Fights,Winners,Methods,Rounds,Times
258,UFC Fight Night: Shogun vs Sonnen,"August 17, 2013","Boston, Massachusetts, USA","['Chael Sonnen vs Mauricio Rua', 'Travis Browne vs Alistair Overeem', 'Urijah Faber vs Iuri Alcantara', 'Matt Brown vs Mike Pyle', 'John Howard vs Uriah Hall', 'Michael Johnson vs Joe Lauzon', 'Michael McDonald vs Brad Pickett', 'Conor McGregor vs Max Holloway', 'Steven Siler vs Mike Brown', 'Diego Brandao vs Daniel Pineda', 'Manvel Gamburyan vs Cole Miller', 'Ovince Saint Preux vs Cody Donovan', 'James Vick vs Ramsey Nijem']","['Chael Sonnen', 'Travis Browne', 'Urijah Faber', 'Matt Brown', 'John Howard', 'Michael Johnson', 'Michael McDonald', 'Conor McGregor', 'Steven Siler', 'Diego Brandao', 'Manvel Gamburyan', 'Ovince Saint Preux', 'James Vick']","['SUB', 'KO/TKO', 'U-DEC', 'KO/TKO', 'S-DEC', 'U-DEC', 'SUB', 'U-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'KO/TKO', 'SUB']","['1', '1', '3', '1', '3', '3', '2', '3', '1', '3', '3', '1', '1']","['4:47', '4:08', '5:00', '0:29', '5:00', '5:00', '3:43', '5:00', '0:50', '5:00', '5:00', '2:07', '0:58']"
259,UFC 163: Aldo vs Jung,"August 03, 2013","Rio de Janeiro, Brazil","['Jose Aldo vs Chan Sung Jung', 'Phil Davis vs Lyoto Machida', 'Cezar Ferreira vs Thiago Santos', 'Thales Leites vs Tom Watson', 'John Lineker vs Jose Maria', 'Anthony Perosh vs Vinny Magalhaes', 'Amanda Nunes vs Sheila Gaff', 'Sergio Moraes vs Neil Magny', 'Ian McCall vs Iliarde Santos', 'Rani Yahya vs Josh Clopton', 'Francimar Barroso vs Ednaldo Oliveira', 'Viscardi Andrade vs Bristol Marunde']","['Jose Aldo', 'Phil Davis', 'Cezar Ferreira', 'Thales Leites', 'John Lineker', 'Anthony Perosh', 'Amanda Nunes', 'Sergio Moraes', 'Ian McCall', 'Rani Yahya', 'Francimar Barroso', 'Viscardi Andrade']","['KO/TKO', 'U-DEC', 'SUB', 'U-DEC', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'SUB', 'U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO']","['4', '3', '1', '3', '2', '1', '1', '1', '3', '3', '3', '1']","['2:00', '5:00', '0:47', '5:00', '1:03', '0:14', '2:08', '3:13', '5:00', '5:00', '5:00', '1:36']"
260,UFC on Fox: Johnson vs Moraga,"July 27, 2013","Seattle, Washington, USA","['Demetrious Johnson vs John Moraga', 'Rory MacDonald vs Jake Ellenberger', 'Robbie Lawler vs Bobby Voelker', 'Liz Carmouche vs Jessica Andrade', 'Jorge Masvidal vs Michael Chiesa', 'Danny Castillo vs Tim Means', 'Melvin Guillard vs Mac Danzig', 'Daron Cruickshank vs Yves Edwards', 'Ed Herman vs Trevor Smith', 'Germaine de Randamie vs Julie Kedzie', 'Justin Salas vs Aaron Riley', 'Yaotzin Meza vs John Albert']","['Demetrious Johnson', 'Rory MacDonald', 'Robbie Lawler', 'Liz Carmouche', 'Jorge Masvidal', 'Danny Castillo', 'Melvin Guillard', 'Daron Cruickshank', 'Ed Herman', 'Germaine de Randamie', 'Justin Salas', 'Yaotzin Meza']","['SUB', 'U-DEC', 'KO/TKO', 'KO/TKO', 'SUB', 'U-DEC', 'KO/TKO', 'S-DEC', 'S-DEC', 'S-DEC', 'S-DEC', 'SUB']","['5', '3', '2', '2', '2', '3', '2', '3', '3', '3', '3', '2']","['3:43', '5:00', '0:24', '3:57', '4:59', '5:00', '2:47', '5:00', '5:00', '5:00', '5:00', '2:49']"
261,UFC 162: Silva vs Weidman,"July 06, 2013","Las Vegas, Nevada, USA","['Chris Weidman vs Anderson Silva', 'Frankie Edgar vs Charles Oliveira', 'Tim Kennedy vs Roger Gracie', 'Mark Munoz vs Tim Boetsch', 'Cub Swanson vs Dennis Siver', 'Andrew Craig vs Chris Leben', 'Norman Parke vs Kazuki Tokudome', 'Gabriel Gonzaga vs Dave Herman', 'Edson Barboza vs Rafaello Oliveira', 'Brian Melancon vs Seth Baczynski', 'Mike Pierce vs David Mitchell']","['Chris Weidman', 'Frankie Edgar', 'Tim Kennedy', 'Mark Munoz', 'Cub Swanson', 'Andrew Craig', 'Norman Parke', 'Gabriel Gonzaga', 'Edson Barboza', 'Brian Melancon', 'Mike Pierce']","['KO/TKO', 'U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'S-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'KO/TKO']","['2', '3', '3', '3', '3', '3', '3', '1', '2', '1', '2']","['1:18', '5:00', '5:00', '5:00', '2:24', '5:00', '5:00', '0:17', '1:44', '4:59', '2:55']"
262,UFC 161: Evans vs Henderson,"June 15, 2013","Winnipeg, Manitoba, Canada","['Rashad Evans vs Dan Henderson', 'Stipe Miocic vs Roy Nelson', 'Ryan Jimmo vs Igor Pokrajac', 'Alexis Davis vs Rosi Sexton', 'Shawn Jordan vs Pat Barry', 'Jake Shields vs Tyron Woodley', 'James Krause vs Sam Stout', 'Sean Pierson vs Kenny Robertson', 'Roland Delorme vs Edwin Figueroa', 'Mitch Clarke vs John Maguire', 'Yves Jabouin vs Dustin Pague']","['Rashad Evans', 'Stipe Miocic', 'Ryan Jimmo', 'Alexis Davis', 'Shawn Jordan', 'Jake Shields', 'James Krause', 'Sean Pierson', 'Roland Delorme', 'Mitch Clarke', 'Yves Jabouin']","['S-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'S-DEC', 'SUB', 'M-DEC', 'U-DEC', 'U-DEC', 'S-DEC']","['3', '3', '3', '3', '1', '3', '3', '3', '3', '3', '3']","['5:00', '5:00', '5:00', '5:00', '0:59', '5:00', '4:47', '5:00', '5:00', '5:00', '5:00']"
263,UFC on FUEL TV 10,"June 08, 2013","Fortaleza, Ceara, Brazil","['Fabricio Werdum vs Minotauro Nogueira', 'Leonardo Santos vs William Patolino', 'Thiago Silva vs Rafael Feijao', 'Erick Silva vs Jason High', 'Daniel Sarafian vs Eddie Mendez', 'Rony Jason vs Mike Wilkinson', 'Raphael Assuncao vs Vaughan Lee', 'Felipe Arantes vs Godofredo Pepey', 'Ildemar Alcantara vs Leandro Silva', 'Rodrigo Damm vs Mizuto Hirota', 'Caio Magalhaes vs Karlos Vemola', 'Antonio Braga Neto vs Anthony Smith']","['Fabricio Werdum', 'Leonardo Santos', 'Thiago Silva', 'Erick Silva', 'Daniel Sarafian', 'Rony Jason', 'Raphael Assuncao', 'Felipe Arantes', 'Ildemar Alcantara', 'Rodrigo Damm', 'Caio Magalhaes', 'Antonio Braga Neto']","['SUB', 'SUB', 'KO/TKO', 'SUB', 'SUB', 'SUB', 'SUB', 'KO/TKO', 'U-DEC', 'S-DEC', 'SUB', 'SUB']","['2', '2', '1', '1', '1', '1', '2', '1', '3', '3', '2', '1']","['2:41', '4:43', '4:29', '1:11', '2:20', '1:24', '1:51', '3:32', '5:00', '5:00', '2:49', '1:52']"
264,UFC 160: Velasquez vs Silva 2,"May 25, 2013","Las Vegas, Nevada, USA","['Cain Velasquez vs Antonio Silva', 'Junior Dos Santos vs Mark Hunt', 'Glover Teixeira vs James Te Huna', 'TJ Grant vs Gray Maynard', 'Donald Cerrone vs KJ Noons', 'Mike Pyle vs Rick Story', 'Dennis Bermudez vs Max Holloway', 'Robert Whittaker vs Colton Smith', 'Khabib Nurmagomedov vs Abel Trujillo', 'Stephen Thompson vs Nah-Shon Burrell', 'George Roop vs Brian Bowles', 'Jeremy Stephens vs Estevan Payan']","['Cain Velasquez', 'Junior Dos Santos', 'Glover Teixeira', 'TJ Grant', 'Donald Cerrone', 'Mike Pyle', 'Dennis Bermudez', 'Robert Whittaker', 'Khabib Nurmagomedov', 'Stephen Thompson', 'George Roop', 'Jeremy Stephens']","['KO/TKO', 'KO/TKO', 'SUB', 'KO/TKO', 'U-DEC', 'S-DEC', 'S-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC']","['1', '3', '1', '1', '3', '3', '3', '3', '3', '3', '2', '3']","['1:21', '4:18', '2:38', '2:07', '5:00', '5:00', '5:00', '0:41', '5:00', '5:00', '1:43', '5:00']"
265,UFC on FX: Belfort vs. Rockhold,"May 18, 2013","Jaragua do Sul, Santa Catarina, Brazil","['Vitor Belfort vs Luke Rockhold', 'Jacare Souza vs Chris Camozzi', 'Rafael Dos Anjos vs Evan Dunham', 'Rafael Natal vs Joao Zeferino', 'Nik Lentz vs Hacran Dias', 'Francisco Trinaldo vs Mike Rio', 'Gleison Tibau vs John Cholish', 'Paulo Thiago vs Michel Prazeres', 'Iuri Alcantara vs Iliarde Santos', 'Fabio Maldonado vs Roger Hollett', 'John Lineker vs Azamat Gashimov', 'Jussier Formiga vs Chris Cariaso', 'Lucas Martins vs Jeremy Larsen']","['Vitor Belfort', 'Jacare Souza', 'Rafael Dos Anjos', 'Rafael Natal', 'Nik Lentz', 'Francisco Trinaldo', 'Gleison Tibau', 'Paulo Thiago', 'Iuri Alcantara', 'Fabio Maldonado', 'John Lineker', 'Jussier Formiga', 'Lucas Martins']","['KO/TKO', 'SUB', 'U-DEC', 'U-DEC', 'U-DEC', 'SUB', 'SUB', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO']","['1', '1', '3', '3', '3', '1', '2', '3', '1', '3', '2', '3', '3']","['2:32', '3:37', '5:00', '5:00', '5:00', '3:08', '2:34', '5:00', '2:31', '5:00', '1:07', '5:00', '0:13']"
266,UFC 159: Jones vs Sonnen,"April 27, 2013","Newark, New Jersey, USA","['Jon Jones vs Chael Sonnen', 'Michael Bisping vs Alan Belcher', 'Roy Nelson vs Cheick Kongo', 'Phil Davis vs Vinny Magalhaes', 'Jim Miller vs Pat Healy', 'Rustam Khabilov vs Yancy Medeiros', 'Ovince Saint Preux vs Gian Villante', 'Sara McMann vs Sheila Gaff', 'Bryan Caraway vs Johnny Bedford', 'Cody McKenzie vs Leonard Garcia', 'Steven Siler vs Kurt Holobaugh']","['Jon Jones', 'Michael Bisping', 'Roy Nelson', 'Phil Davis', 'Jim Miller', 'Rustam Khabilov', 'Ovince Saint Preux', 'Sara McMann', 'Bryan Caraway', 'Cody McKenzie', 'Steven Siler']","['KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'Overturned', 'KO/TKO', 'M-DEC', 'KO/TKO', 'SUB', 'U-DEC', 'U-DEC']","['1', '3', '1', '3', '3', '1', '3', '1', '3', '3', '3']","['4:33', '4:31', '2:03', '5:00', '4:02', '2:32', '0:33', '4:06', '4:44', '5:00', '5:00']"
267,UFC on FOX: Henderson vs Melendez,"April 20, 2013","San Jose, California, USA","['Benson Henderson vs Gilbert Melendez', 'Daniel Cormier vs Frank Mir', 'Josh Thomson vs Nate Diaz', 'Matt Brown vs Jordan Mein', 'Chad Mendes vs Darren Elkins', 'Francis Carmont vs Lorenz Larkin', 'Myles Jury vs Ramsey Nijem', 'Joseph Benavidez vs Darren Uyenoyama', 'Jorge Masvidal vs Tim Means', 'TJ Dillashaw vs Hugo Viana', 'Anthony Njokuani vs Roger Bowling', 'Yoel Romero vs Clifford Starks']","['Benson Henderson', 'Daniel Cormier', 'Josh Thomson', 'Matt Brown', 'Chad Mendes', 'Francis Carmont', 'Myles Jury', 'Joseph Benavidez', 'Jorge Masvidal', 'TJ Dillashaw', 'Anthony Njokuani', 'Yoel Romero']","['S-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'U-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'KO/TKO', 'KO/TKO', 'KO/TKO']","['5', '3', '2', '2', '1', '3', '2', '2', '3', '1', '2', '1']","['5:00', '5:00', '3:44', '1:00', '1:08', '5:00', '1:02', '4:50', '5:00', '4:22', '2:52', '1:32']"
268,The Ultimate Fighter 17 Finale,"April 13, 2013","Las Vegas, Nevada, USA","['Urijah Faber vs Scott Jorgensen', 'Kelvin Gastelum vs Uriah Hall', 'Cat Zingano vs Miesha Tate', 'Travis Browne vs Gabriel Gonzaga', 'Bubba McDaniel vs Gilbert Smith', 'Josh Samman vs Kevin Casey', 'Luke Barnatt vs Collin Hart', 'Dylan Andrews vs Jimmy Quinlan', 'Clint Hester vs Bristol Marunde', 'Cole Miller vs Bart Palaszewski', 'Maximo Blanco vs Sam Sicilia', 'Daniel Pineda vs Justin Lawrence']","['Urijah Faber', 'Kelvin Gastelum', 'Cat Zingano', 'Travis Browne', 'Bubba McDaniel', 'Josh Samman', 'Luke Barnatt', 'Dylan Andrews', 'Clint Hester', 'Cole Miller', 'Maximo Blanco', 'Daniel Pineda']","['SUB', 'S-DEC', 'KO/TKO', 'KO/TKO', 'SUB', 'KO/TKO', 'U-DEC', 'KO/TKO', 'KO/TKO', 'SUB', 'U-DEC', 'SUB']","['4', '3', '3', '1', '3', '2', '3', '1', '3', '1', '3', '1']","['3:16', '5:00', '2:55', '1:11', '2:49', '2:17', '5:00', '3:22', '3:53', '4:23', '5:00', '1:35']"
269,UFC on FUEL TV 9: Mousasi vs Latifi,"April 06, 2013","Stockholm, Sweden","['Gegard Mousasi vs Ilir Latifi', 'Ross Pearson vs Ryan Couture', 'Matt Mitrione vs Philip De Fries', 'Brad Pickett vs Mike Easton', 'Diego Brandao vs Pablo Garza', 'Akira Corassani vs Robert Peralta', 'Reza Madadi vs Michael Johnson', 'Tor Troeng vs Adam Cella', 'Adlan Amagov vs Chris Spang', 'Conor McGregor vs Marcus Brimage', 'Ryan LaFlare vs Benny Alloway', 'Tom Lawlor vs Michael Kuiper', 'Papy Abedi vs Besam Yousef']","['Gegard Mousasi', 'Ross Pearson', 'Matt Mitrione', 'Brad Pickett', 'Diego Brandao', 'Akira Corassani', 'Reza Madadi', 'Tor Troeng', 'Adlan Amagov', 'Conor McGregor', 'Ryan LaFlare', 'Tom Lawlor', 'Papy Abedi']","['U-DEC', 'KO/TKO', 'KO/TKO', 'S-DEC', 'SUB', 'U-DEC', 'SUB', 'SUB', 'U-DEC', 'KO/TKO', 'U-DEC', 'SUB', 'S-DEC']","['3', '2', '1', '3', '1', '3', '3', '1', '3', '1', '3', '2', '3']","['5:00', '3:45', '0:19', '5:00', '3:27', '5:00', '1:33', '3:11', '5:00', '1:07', '5:00', '1:05', '5:00']"
270,UFC 158: St-Pierre vs Diaz,"March 16, 2013","Montreal, Quebec, Canada","['Georges St-Pierre vs Nick Diaz', 'Johny Hendricks vs Carlos Condit', 'Jake Ellenberger vs Nate Marquardt', 'Chris Camozzi vs Nick Ring', 'Mike Ricci vs Colin Fletcher', 'Patrick Cote vs Bobby Voelker', 'Darren Elkins vs Antonio Carvalho', 'Jordan Mein vs Dan Miller', 'John Makdessi vs Daron Cruickshank', 'Rick Story vs Quinn Mulhern', 'TJ Dillashaw vs Issei Tamura', 'George Roop vs Reuben Duran']","['Georges St-Pierre', 'Johny Hendricks', 'Jake Ellenberger', 'Chris Camozzi', 'Mike Ricci', 'Patrick Cote', 'Darren Elkins', 'Jordan Mein', 'John Makdessi', 'Rick Story', 'TJ Dillashaw', 'George Roop']","['U-DEC', 'U-DEC', 'KO/TKO', 'S-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC']","['5', '3', '1', '3', '3', '3', '1', '1', '3', '1', '2', '3']","['5:00', '5:00', '3:00', '5:00', '5:00', '5:00', '3:06', '4:42', '5:00', '3:05', '0:26', '5:00']"
271,UFC on FUEL TV: Japan,"March 02, 2013","Saitama, Japan","['Wanderlei Silva vs Brian Stann', 'Mark Hunt vs Stefan Struve', 'Diego Sanchez vs Takanori Gomi', 'Yushin Okami vs Hector Lombard', 'Rani Yahya vs Mizuto Hirota', 'Dong Hyun Kim vs Siyar Bahadurzada', 'Brad Tavares vs Riki Fukuda', 'Takeya Mizugaki vs Bryan Caraway', 'Kazuki Tokudome vs Cristiano Marcello', 'Alex Caceres vs Kyung Ho Kang', 'Hyun Gyu Lim vs Marcelo Guimaraes']","['Wanderlei Silva', 'Mark Hunt', 'Diego Sanchez', 'Yushin Okami', 'Rani Yahya', 'Dong Hyun Kim', 'Brad Tavares', 'Takeya Mizugaki', 'Kazuki Tokudome', 'Alex Caceres', 'Hyun Gyu Lim']","['KO/TKO', 'KO/TKO', 'S-DEC', 'S-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'S-DEC', 'U-DEC', 'Overturned', 'KO/TKO']","['2', '3', '3', '3', '3', '3', '3', '3', '3', '3', '2']","['4:08', '1:44', '5:00', '5:00', '5:00', '5:00', '5:00', '5:00', '5:00', '5:00', '4:00']"
272,UFC 157: Rousey vs Carmouche,"February 23, 2013","Anaheim, California, USA","['Ronda Rousey vs Liz Carmouche', 'Lyoto Machida vs Dan Henderson', 'Urijah Faber vs Ivan Menjivar', 'Court McGee vs Josh Neer', 'Robbie Lawler vs Josh Koscheck', 'Brendan Schaub vs Lavar Johnson', 'Michael Chiesa vs Anton Kuivanen', 'Dennis Bermudez vs Matt Grice', 'Sam Stout vs Caros Fodor', 'Kenny Robertson vs Brock Jardine', 'Neil Magny vs Jon Manley', 'Nah-Shon Burrell vs Yuri Villefort']","['Ronda Rousey', 'Lyoto Machida', 'Urijah Faber', 'Court McGee', 'Robbie Lawler', 'Brendan Schaub', 'Michael Chiesa', 'Dennis Bermudez', 'Sam Stout', 'Kenny Robertson', 'Neil Magny', 'Nah-Shon Burrell']","['SUB', 'S-DEC', 'SUB', 'U-DEC', 'KO/TKO', 'U-DEC', 'SUB', 'S-DEC', 'S-DEC', 'SUB', 'U-DEC', 'U-DEC']","['1', '3', '1', '3', '1', '3', '2', '3', '3', '1', '3', '3']","['4:49', '5:00', '4:34', '5:00', '3:57', '5:00', '2:29', '5:00', '5:00', '2:57', '5:00', '5:00']"
273,UFC on FUEL TV: Barao vs McDonald,"February 16, 2013","London, England, United Kingdom","['Renan Barao vs Michael McDonald', 'Cub Swanson vs Dustin Poirier', 'Jimi Manuwa vs Cyrille Diabate', 'Gunnar Nelson vs Jorge Santiago', 'James Te Huna vs Ryan Jimmo', 'Che Mills vs Matthew Riddle', 'Renee Forte vs Terry Etim', 'Danny Castillo vs Paul Sass', 'Andy Ogle vs Josh Grispi', 'Tom Watson vs Stanislav Nedkov', 'Vaughan Lee vs Motonobu Tezuka', 'Phil Harris vs Ulysses Gomez']","['Renan Barao', 'Cub Swanson', 'Jimi Manuwa', 'Gunnar Nelson', 'James Te Huna', 'Che Mills', 'Renee Forte', 'Danny Castillo', 'Andy Ogle', 'Tom Watson', 'Vaughan Lee', 'Phil Harris']","['SUB', 'U-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'Overturned', 'U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'U-DEC']","['4', '3', '1', '3', '3', '3', '3', '3', '3', '2', '3', '3']","['3:57', '5:00', '5:00', '5:00', '5:00', '5:00', '5:00', '5:00', '5:00', '4:42', '5:00', '5:00']"
274,UFC 156: Aldo vs Edgar,"February 02, 2013","Las Vegas, Nevada, USA","['Jose Aldo vs Frankie Edgar', 'Rogerio Nogueira vs Rashad Evans', 'Antonio Silva vs Alistair Overeem', 'Demian Maia vs Jon Fitch', 'Joseph Benavidez vs Ian McCall', 'Evan Dunham vs Gleison Tibau', 'Tyron Woodley vs Jay Hieron', 'Bobby Green vs Jacob Volkmann', 'Isaac Vallie-Flagg vs Yves Edwards', 'Dustin Kimura vs Chico Camus', 'Francisco Rivera vs Edwin Figueroa']","['Jose Aldo', 'Rogerio Nogueira', 'Antonio Silva', 'Demian Maia', 'Joseph Benavidez', 'Evan Dunham', 'Tyron Woodley', 'Bobby Green', 'Isaac Vallie-Flagg', 'Dustin Kimura', 'Francisco Rivera']","['U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'S-DEC', 'KO/TKO', 'SUB', 'S-DEC', 'SUB', 'KO/TKO']","['5', '3', '3', '3', '3', '3', '1', '3', '3', '3', '2']","['5:00', '5:00', '0:25', '5:00', '5:00', '5:00', '0:36', '4:25', '5:00', '1:50', '4:20']"
275,UFC on Fox: Johnson vs Dodson,"January 26, 2013","Chicago, Illinois, USA","['Demetrious Johnson vs John Dodson', 'Glover Teixeira vs Rampage Jackson', 'Anthony Pettis vs Donald Cerrone', 'Ricardo Lamas vs Erik Koch', 'TJ Grant vs Matt Wiman', 'Clay Guida vs Hatsu Hioki', 'Pascal Krauss vs Mike Stumpf', 'Ryan Bader vs Vladimir Matyushenko', 'Shawn Jordan vs Mike Russow', 'Rafael Natal vs Sean Spencer', 'David Mitchell vs Simeon Thoresen']","['Demetrious Johnson', 'Glover Teixeira', 'Anthony Pettis', 'Ricardo Lamas', 'TJ Grant', 'Clay Guida', 'Pascal Krauss', 'Ryan Bader', 'Shawn Jordan', 'Rafael Natal', 'David Mitchell']","['U-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'S-DEC', 'U-DEC', 'SUB', 'KO/TKO', 'SUB', 'U-DEC']","['5', '3', '1', '2', '1', '3', '3', '1', '2', '3', '3']","['5:00', '5:00', '2:35', '2:32', '4:51', '5:00', '5:00', '0:50', '3:48', '2:13', '5:00']"
276,UFC on FX: Belfort vs Bisping,"January 19, 2013","Sao Paulo, Brazil","['Vitor Belfort vs Michael Bisping', 'CB Dollaway vs Daniel Sarafian', 'Gabriel Gonzaga vs Ben Rothwell', 'Khabib Nurmagomedov vs Thiago Tavares', 'Godofredo Pepey vs Milton Vieira', 'Ronny Markes vs Andrew Craig', 'Nik Lentz vs Diego Nunes', 'Edson Barboza vs Lucas Martins', 'Iuri Alcantara vs Pedro Nobre', 'Ildemar Alcantara vs Wagner Prado', 'Francisco Trinaldo vs CJ Keith']","['Vitor Belfort', 'CB Dollaway', 'Gabriel Gonzaga', 'Khabib Nurmagomedov', 'Godofredo Pepey', 'Ronny Markes', 'Nik Lentz', 'Edson Barboza', 'Iuri Alcantara', 'Ildemar Alcantara', 'Francisco Trinaldo']","['KO/TKO', 'S-DEC', 'SUB', 'KO/TKO', 'S-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'CNC', 'SUB', 'SUB']","['2', '3', '2', '1', '3', '3', '3', '1', '1', '2', '2']","['1:27', '5:00', '1:01', '1:55', '5:00', '5:00', '5:00', '2:38', '2:11', '2:39', '1:50']"
277,UFC 155: Dos Santos vs Velasquez II,"December 29, 2012","Las Vegas, Nevada, USA","['Cain Velasquez vs Junior Dos Santos', 'Jim Miller vs Joe Lauzon', 'Costas Philippou vs Tim Boetsch', 'Yushin Okami vs Alan Belcher', 'Derek Brunson vs Chris Leben', 'Eddie Wineland vs Brad Pickett', 'Erik Perez vs Byron Bloodworth', 'Jamie Varner vs Melvin Guillard', 'Myles Jury vs Michael Johnson', 'Todd Duffee vs Philip De Fries', 'Max Holloway vs Leonard Garcia', 'John Moraga vs Chris Cariaso']","['Cain Velasquez', 'Jim Miller', 'Costas Philippou', 'Yushin Okami', 'Derek Brunson', 'Eddie Wineland', 'Erik Perez', 'Jamie Varner', 'Myles Jury', 'Todd Duffee', 'Max Holloway', 'John Moraga']","['U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'S-DEC', 'KO/TKO', 'S-DEC', 'U-DEC', 'KO/TKO', 'S-DEC', 'SUB']","['5', '3', '3', '3', '3', '3', '1', '3', '3', '1', '3', '3']","['5:00', '5:00', '2:11', '5:00', '5:00', '5:00', '3:50', '5:00', '5:00', '2:04', '5:00', '1:11']"
278,The Ultimate Fighter 16 Finale,"December 15, 2012","Las Vegas, Nevada, USA","['Roy Nelson vs Matt Mitrione', 'Colton Smith vs Mike Ricci', 'Pat Barry vs Shane del Rosario', 'Dustin Poirier vs Jonathan Brookins', 'Mike Pyle vs James Head', 'Johnny Bedford vs Marcos Vinicius', 'Rustam Khabilov vs Vinc Pichel', 'TJ Waldburger vs Nick Catone', 'Hugo Viana vs Reuben Duran', 'Mike Rio vs John Cofer', 'Tim Elliott vs Jared Papazian']","['Roy Nelson', 'Colton Smith', 'Pat Barry', 'Dustin Poirier', 'Mike Pyle', 'Johnny Bedford', 'Rustam Khabilov', 'TJ Waldburger', 'Hugo Viana', 'Mike Rio', 'Tim Elliott']","['KO/TKO', 'U-DEC', 'KO/TKO', 'SUB', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'SUB', 'KO/TKO', 'SUB', 'U-DEC']","['1', '3', '2', '1', '1', '2', '1', '2', '1', '3', '3']","['2:58', '5:00', '0:26', '4:15', '1:55', '1:00', '2:15', '1:04', '4:05', '4:11', '5:00']"
279,UFC on FX: Sotiropoulos vs Pearson,"December 14, 2012","Gold Coast, Queensland, Australia","['Ross Pearson vs George Sotiropoulos', 'Robert Whittaker vs Bradley Scott', 'Norman Parke vs Colin Fletcher', 'Hector Lombard vs Rousimar Palhares', 'Chad Mendes vs Yaotzin Meza', 'Igor Pokrajac vs Joey Beltran', 'Mike Pierce vs Seth Baczynski', 'Benny Alloway vs Manuel Rodriguez', 'Mike Wilkinson vs Brendan Loughnane', 'Cody Donovan vs Nick Penner']","['Ross Pearson', 'Robert Whittaker', 'Norman Parke', 'Hector Lombard', 'Chad Mendes', 'Igor Pokrajac', 'Mike Pierce', 'Benny Alloway', 'Mike Wilkinson', 'Cody Donovan']","['KO/TKO', 'U-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO', 'Overturned', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO']","['3', '3', '3', '1', '1', '3', '3', '1', '3', '1']","['0:41', '5:00', '5:00', '3:38', '1:55', '5:00', '5:00', '4:57', '5:00', '4:35']"
280,UFC on Fox: Henderson vs Diaz,"December 08, 2012","Seattle, Washington, USA","['Benson Henderson vs Nate Diaz', 'Alexander Gustafsson vs Mauricio Rua', 'Rory MacDonald vs BJ Penn', 'Matt Brown vs Mike Swick', 'Yves Edwards vs Jeremy Stephens', 'Raphael Assuncao vs Mike Easton', 'Ramsey Nijem vs Joe Proctor', 'Daron Cruickshank vs Henry Martinez', 'Abel Trujillo vs Marcus LeVesseur', 'Dennis Siver vs Nam Phan', 'Scott Jorgensen vs John Albert']","['Benson Henderson', 'Alexander Gustafsson', 'Rory MacDonald', 'Matt Brown', 'Yves Edwards', 'Raphael Assuncao', 'Ramsey Nijem', 'Daron Cruickshank', 'Abel Trujillo', 'Dennis Siver', 'Scott Jorgensen']","['U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'U-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'SUB']","['5', '3', '3', '2', '1', '3', '3', '2', '2', '3', '1']","['5:00', '5:00', '5:00', '2:31', '1:55', '5:00', '5:00', '2:57', '3:56', '5:00', '4:59']"
